Reported_Date,City,is_newyork,Population,Data Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
7/31/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',263,250,1.4,1.33,24.91,78.11,28.37,65.13,27.7,67.01
8/1/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',189,255,1.01,1.36,26.23,68.96,28.32,64.49,27.83,67.69
8/2/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',138,255,0.73,1.36,27.31,73.83,28.28,63.65,28.02,67.29
8/3/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',348,259,1.85,1.38,28.72,62.79,28.04,64.88,28.01,67.78
8/4/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',187,241,0.99,1.28,24.85,80.97,27.86,66.32,27.99,67.6
8/5/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',298,242,1.58,1.29,26.46,66.67,27.06,69.05,27.62,68.64
8/6/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',290,245,1.54,1.3,24.69,60.29,26.76,69.83,27.4,69.61
8/7/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',255,244,1.36,1.3,23.52,68.88,26.17,70.23,27.17,68.72
8/8/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',161,240,0.86,1.28,23.79,79.4,25.97,68.91,27.02,67.76
8/9/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',133,239,0.71,1.27,25.42,77.17,25.62,70.4,26.92,67.55
8/10/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',311,234,1.65,1.24,28.03,72.75,25.35,70.88,26.85,67.7
8/11/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',264,245,1.4,1.3,27.83,73.08,25.25,72.3,26.78,68.21
8/12/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',320,248,1.7,1.32,27.52,76.85,25.68,71.18,26.64,69.56
8/13/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',277,246,1.47,1.31,25.47,81.73,25.83,72.63,26.45,70.56
8/14/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',277,249,1.47,1.32,26.02,68.42,25.94,75.69,26.24,71.93
8/15/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',151,248,0.8,1.32,25.1,56.71,26.3,75.63,26.05,72.66
8/16/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',140,249,0.74,1.32,21.26,78.88,26.48,72.39,26.06,71.23
8/17/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',333,252,1.77,1.34,21.91,70.58,25.89,72.63,25.73,71.89
8/18/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',285,255,1.52,1.36,23.05,72.69,25.02,72.32,25.37,71.68
8/19/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',257,246,1.37,1.31,22.46,72.4,24.33,72.27,24.99,72.34
8/20/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',227,239,1.21,1.27,22.38,57.62,23.61,71.63,24.84,71.77
8/21/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',252,235,1.34,1.25,24.09,65.88,23.17,68.19,24.56,71.16
8/22/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',136,233,0.72,1.24,26.52,72.79,22.89,67.82,24.52,71.54
8/23/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',150,234,0.8,1.24,26.12,74.21,23.1,70.12,24.72,71.8
8/24/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',298,229,1.58,1.22,27.37,71.71,23.79,69.45,24.88,71.45
8/25/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',283,229,1.5,1.22,27.79,65.38,24.57,69.61,25.01,71.09
8/26/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',313,237,1.66,1.26,23.51,51,25.25,68.57,24.99,70.6
8/27/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',273,244,1.45,1.3,25.66,60.12,25.4,65.51,24.7,69.12
8/28/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',279,247,1.48,1.31,25.57,72.04,25.87,65.87,24.58,68.01
8/29/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',128,246,0.68,1.31,24.21,85.79,26.08,66.75,24.59,67.36
8/30/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',186,251,0.99,1.33,23.62,58.29,25.75,68.61,24.47,68.52
8/31/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',315,254,1.68,1.35,21.32,55.62,25.39,66.33,24.37,68.63
9/1/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',295,256,1.57,1.36,22.28,75.04,24.53,64.03,24.37,67.07
9/2/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',271,250,1.44,1.33,23.15,84.22,23.74,65.41,24.4,67.37
9/3/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',273,250,1.45,1.33,25.88,68.96,23.69,70.16,24.4,68.14
9/4/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',230,243,1.22,1.29,24.78,75.85,23.72,71.42,24.63,67.91
9/5/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',156,247,0.83,1.31,23.1,46.83,23.61,71.97,24.79,69.13
9/6/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',207,250,1.1,1.33,22.88,60.67,23.45,66.4,24.73,67.86
9/7/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',218,236,1.16,1.26,23,66.79,23.34,66.74,24.48,67.05
9/8/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',395,250,2.1,1.33,23.53,72.04,23.58,68.34,24.27,66.55
9/9/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',352,262,1.87,1.39,23.21,82.46,23.76,67.91,24.02,66.58
9/10/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',323,269,1.72,1.43,24.53,87.37,23.77,67.66,23.71,67.71
9/11/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',313,281,1.66,1.49,23.29,77.71,23.58,70.29,23.78,70.14
9/12/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',202,287,1.07,1.53,19.25,64.58,23.36,70.55,23.62,71.31
9/13/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',254,294,1.35,1.56,20.13,73.62,22.81,73.09,23.2,70.81
9/14/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',434,325,2.31,1.73,22.39,64.58,22.42,74.94,22.93,70
9/15/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',338,317,1.8,1.69,15.96,51.62,22.33,74.62,22.85,70.42
9/16/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',367,319,1.95,1.7,17.62,64.92,21.25,71.71,22.49,70.16
9/17/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',353,323,1.88,1.72,20.32,74.33,20.45,69.2,22.18,69.48
9/18/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',283,319,1.5,1.7,19.52,68.08,19.85,67.34,21.99,68.82
9/19/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',158,312,0.84,1.66,14.24,37.38,19.31,65.96,21.57,68.76
9/20/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',158,299,0.84,1.59,13.66,37.88,18.6,62.08,20.86,66.2
9/21/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',513,310,2.73,1.65,13.89,44.62,17.67,56.97,20.24,65.6
9/22/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',404,319,2.15,1.7,15.59,45.83,16.46,54.12,19.64,64.53
9/23/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',531,343,2.82,1.82,19.84,48.08,16.41,53.29,19.14,63.13
9/24/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',476,360,2.53,1.91,20.7,60.17,16.72,50.89,18.9,61.54
9/25/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',456,385,2.43,2.05,20.44,72.79,16.78,48.86,18.73,60.05
9/26/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',279,402,1.48,2.14,20.32,77.54,16.91,49.54,18.46,59.08
9/27/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',382,434,2.03,2.31,21.77,82,17.78,55.27,18.26,59.07
9/28/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',436,423,2.32,2.25,22.36,85.42,18.94,61.58,18.43,60.23
9/29/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',686,464,3.65,2.47,21.28,85.08,20.15,67.4,18.57,61.02
9/30/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',583,471,3.1,2.5,19.8,77.69,20.96,73.01,18.5,62.38
10/1/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',614,491,3.27,2.61,18.52,62.58,20.95,77.24,18.76,64.12
10/2/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',597,511,3.17,2.72,16.42,63,20.64,77.59,18.82,63.96
10/3/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',277,511,1.47,2.72,15.43,54.25,20.07,76.19,18.56,63.21
10/4/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',335,504,1.78,2.68,15.29,59.54,19.37,72.86,18.28,62.29
10/5/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',763,551,4.06,2.93,16.24,63.92,18.44,69.65,18.35,63.76
10/6/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',571,534,3.04,2.84,17.06,68.71,17.57,66.58,18.53,65.5
10/7/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',542,528,2.88,2.81,18.63,65.33,16.97,64.24,18.74,67.11
10/8/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',523,515,2.78,2.74,15.99,48.83,16.8,62.48,18.94,68.41
10/9/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',524,505,2.79,2.69,15.16,51.29,16.44,60.51,18.68,68.46
10/10/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',313,510,1.66,2.71,17.86,66.46,16.26,58.84,18.31,67.86
10/11/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',281,502,1.49,2.67,18.48,73.12,16.6,60.58,18.14,67.44
10/12/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',515,467,2.74,2.48,12.36,84.74,17.06,62.52,18.02,67.15
10/13/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',589,470,3.13,2.5,13.42,90.94,16.51,65.5,17.39,67.33
10/14/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',581,475,3.09,2.53,15.27,63.67,15.99,68.67,16.8,67.7
10/15/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',600,486,3.19,2.58,17.58,64.29,15.51,68.44,16.4,66.27
10/16/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',503,483,2.67,2.57,14.8,87.86,15.73,70.64,16.25,65.38
10/17/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',366,491,1.95,2.61,11.27,65.38,15.68,75.87,16,67.06
10/18/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',411,509,2.19,2.71,12.62,59.83,14.74,75.71,15.66,67.22
10/19/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',626,525,3.33,2.79,14.87,71.58,13.9,73.82,15.47,67.59
10/20/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',601,527,3.2,2.8,17.01,84.52,14.26,71.94,15.44,68.4
10/21/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',653,537,3.47,2.86,17.7,91.64,14.77,71.02,15.49,69.77
10/22/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',758,560,4.03,2.98,18.53,92.12,15.12,75.01,15.53,71.3
10/23/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',602,574,3.2,3.05,18.05,90.04,15.26,78.99,15.53,73.08
10/24/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',385,577,2.05,3.07,17.71,83.04,15.72,79.3,15.67,75.83
10/25/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',362,570,1.93,3.03,9.81,58.21,16.64,81.82,15.84,77.95
10/26/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',695,579,3.7,3.08,12.07,89.41,16.24,81.59,15.3,77.4
10/27/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',740,599,3.94,3.19,13.86,82.71,15.84,84.14,14.87,78.48
10/28/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',784,618,4.17,3.29,12.32,82.53,15.39,83.88,14.97,78.35
10/29/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',619,598,3.29,3.18,11.23,87.19,14.62,82.58,14.9,77.79
10/30/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',653,605,3.47,3.22,6.12,88.88,13.58,81.88,14.63,79.36
10/31/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',404,608,2.15,3.23,4.07,71.04,11.87,81.71,13.86,81
11/1/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',500,628,2.66,3.34,9.26,70.42,9.93,80,13.15,79.87
11/2/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',952,665,5.06,3.54,6.42,51.21,9.85,81.74,13.02,80.21
11/3/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',903,688,4.8,3.66,7.56,49.75,9.04,76.28,12.6,79.64
11/4/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1111,735,5.91,3.91,10.15,58.04,8.14,71.57,12.11,78.18
11/5/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1140,809,6.06,4.3,13.9,72.21,7.83,68.08,11.66,76.42
11/6/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1035,864,5.5,4.59,15.49,69.17,8.21,65.94,11.4,75.12
11/7/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',843,926,4.48,4.92,16.92,54.25,9.55,63.12,11.2,73.59
11/8/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',789,968,4.2,5.15,17.08,54.71,11.39,60.72,11.13,71.2
11/9/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1544,1052,8.21,5.59,16.11,61.92,12.5,58.48,11.08,69.32
11/10/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1594,1151,8.48,6.12,17.49,71.75,13.89,60.01,11.5,69.56
11/11/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1538,1212,8.18,6.45,18.38,86.67,15.31,63.15,11.87,68.39
11/12/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1501,1263,7.98,6.72,15.8,91.46,16.48,67.24,12.17,68.65
11/13/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1495,1329,7.95,7.07,9.13,85.23,16.75,69.99,12.4,69.24
11/14/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1026,1355,5.46,7.21,8.93,60.71,15.84,72.28,12.26,69.11
11/15/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',896,1371,4.76,7.29,9.43,64.88,14.7,73.21,12.45,67.24
11/16/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1832,1412,9.74,7.51,11.32,50.5,13.61,74.66,12.8,66.83
11/17/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1728,1431,9.19,7.61,7.33,52.54,12.93,73.03,12.94,65.5
11/18/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1752,1461,9.32,7.77,1.84,46.75,11.47,70.28,13,65.59
11/19/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1856,1512,9.87,8.04,2.47,53.08,9.11,64.58,12.62,65.39
11/20/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1772,1552,9.42,8.25,9.75,55.58,7.21,59.1,12.11,65.06
11/21/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1290,1589,6.86,8.45,13.47,52.38,7.3,54.86,11.83,63.95
11/22/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1147,1625,6.1,8.64,9.31,62.29,7.94,53.67,11.7,62.83
11/23/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2315,1694,12.31,9.01,11.95,77.58,7.93,53.3,11.19,63.36
11/24/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2071,1743,11.01,9.27,6.61,53.21,8.02,57.17,10.85,64.89
11/25/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2368,1831,12.59,9.74,8.69,59.29,7.91,57.27,10.21,64.31
11/26/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',808,1682,4.3,8.94,14.04,77.73,8.89,59.06,9.63,63.48
11/27/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2300,1757,12.23,9.34,12.86,70.96,10.55,62.58,9.34,62.88
11/28/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1786,1828,9.5,9.72,10.7,59.54,10.99,64.78,9.14,61.51
11/29/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1729,1911,9.19,10.16,8.02,52.29,10.59,65.8,9.25,59.8
11/30/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2802,1981,14.9,10.53,12.63,77.89,10.41,64.37,9.19,59.24
12/1/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3142,2134,16.71,11.35,11.66,78.79,10.51,64.42,9.4,60.11
12/2/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3006,2225,15.99,11.83,4.16,63,11.23,68.07,9.42,61.99
12/3/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2883,2521,15.33,13.41,4.68,56.38,10.58,68.6,9.21,62.69
12/4/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2810,2594,14.94,13.79,8.2,61.04,9.24,65.55,9.4,63.33
12/5/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1880,2607,10,13.86,6.67,85.07,8.58,64.13,9.78,63.86
12/6/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1753,2611,9.32,13.89,3.38,54.62,8,67.78,9.58,65.83
12/7/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3309,2683,17.6,14.27,1.38,55.75,7.34,68.11,8.9,65.98
12/8/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3065,2672,16.3,14.21,0.56,59.21,5.73,64.95,8.38,65.54
12/9/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3108,2687,16.53,14.29,0.89,66,4.15,62.15,7.62,64.32
12/10/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3149,2725,16.75,14.49,4.84,68.17,3.68,62.58,7.23,65.17
12/11/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2982,2749,15.86,14.62,6.95,63.75,3.7,64.27,6.98,65.76
12/12/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2202,2795,11.71,14.86,8.97,81.88,3.52,64.65,6.51,64.83
12/13/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2178,2856,11.58,15.19,11.73,72.67,3.85,64.2,6.25,65.56
12/14/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3578,2895,19.03,15.4,5.48,73.28,5.05,66.78,6.31,66.43
12/15/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3669,2981,19.51,15.85,2.16,52.96,5.63,69.28,6.15,67.83
12/16/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2785,2935,14.81,15.61,-1.55,57.92,5.86,68.39,5.45,66.17
12/17/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1925,2760,10.24,14.68,-2.14,88.66,5.51,67.23,4.57,64.78
12/18/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3430,2824,18.24,15.02,-2.57,70.12,4.51,70.16,4.15,66.49
12/19/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2558,2875,13.6,15.29,-3.57,66.04,3.15,71.07,3.66,67.41
12/20/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2351,2899,12.5,15.42,0.05,69.92,1.36,68.81,2.88,67.74
12/21/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4341,3008,23.09,16,3.54,80.92,-0.31,68.41,2.44,66.73
12/22/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4102,3070,21.81,16.33,4.46,73.25,-0.58,69.51,2.45,68.48
12/23/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3845,3222,20.45,17.13,4.43,50.25,-0.25,72.4,2.65,69.65
12/24/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3017,3378,16.04,17.96,9.03,75.67,0.6,71.31,2.91,69.05
12/25/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',1049,3038,5.58,16.16,12.67,89.44,2.2,69.45,3.45,69.7
12/26/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3449,3165,18.34,16.83,-1.66,62.83,4.37,72.21,3.98,71.12
12/27/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',2885,3241,15.34,17.24,-1.44,60.5,4.65,71.75,3.4,71.05
12/28/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5384,3390,28.63,18.03,4.48,66.04,4.43,70.41,2.71,69.63
12/29/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',5210,3548,27.71,18.87,4.03,47.92,4.57,68.28,2.22,69.19
12/30/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',4975,3710,26.46,19.73,0.46,52.08,4.51,64.66,2.13,67.5
12/31/2020,New York,1,18804000,'https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv',3387,3763,18.01,20.01,6.22,73.75,3.94,64.93,2.01,67.44
