Extract_Date,Reported_Date,City,is_newyork,Population,Data_Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
2021-05-30,2020-09-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,513,310.0,2.73,1.65,13.89,44.62,17.672857142857143,56.96999999999999,20.235333333333337,65.602
2021-05-30,2020-09-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,405,320.0,2.15,1.7,15.59,45.83,16.458571428571428,54.11857142857143,19.636000000000003,64.532
2021-05-30,2020-09-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,531,343.0,2.82,1.82,19.84,48.08,16.405714285714286,53.29142857142857,19.142,63.134666666666675
2021-05-30,2020-09-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,476,361.0,2.53,1.92,20.7,60.17,16.722857142857144,50.88571428571429,18.896,61.53733333333333
2021-05-30,2020-09-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,456,385.0,2.43,2.05,20.44,72.79,16.777142857142856,48.86285714285714,18.728666666666665,60.05133333333333
2021-05-30,2020-09-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,279,403.0,1.48,2.14,20.32,77.54,16.908571428571427,49.535714285714285,18.456000000000003,59.07933333333334
2021-05-30,2020-09-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,382,435.0,2.03,2.31,21.77,82.0,17.777142857142856,55.27285714285715,18.258,59.068
2021-05-30,2020-09-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,436,424.0,2.32,2.25,22.36,85.42,18.935714285714283,61.57571428571429,18.426,60.22933333333333
2021-05-30,2020-09-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,686,464.0,3.65,2.47,21.28,85.08,20.145714285714284,67.40428571428572,18.574666666666666,61.016
2021-05-30,2020-09-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,584,471.0,3.11,2.51,19.8,77.69,20.958571428571428,73.01142857142858,18.50066666666667,62.382666666666665
2021-05-30,2020-10-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,614,491.0,3.27,2.61,18.52,62.58,20.952857142857145,77.24142857142856,18.756666666666664,64.12066666666666
2021-05-30,2020-10-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,597,511.0,3.17,2.72,16.42,63.0,20.641428571428573,77.58571428571429,18.816666666666666,63.964666666666666
2021-05-30,2020-10-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,277,511.0,1.47,2.72,15.43,54.25,20.06714285714286,76.18714285714285,18.556666666666665,63.20933333333334
2021-05-30,2020-10-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,335,504.0,1.78,2.68,15.29,59.54,19.368571428571432,72.86,18.284,62.28733333333333
2021-05-30,2020-10-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,763,551.0,4.06,2.93,16.24,63.92,18.442857142857143,69.65142857142857,18.354,63.76466666666667
2021-05-30,2020-10-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,571,534.0,3.04,2.84,17.06,68.71,17.568571428571428,66.58,18.526,65.50066666666666
2021-05-30,2020-10-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,542,528.0,2.88,2.81,18.63,65.33,16.965714285714284,64.24142857142856,18.737333333333332,67.10666666666667
2021-05-30,2020-10-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,523,515.0,2.78,2.74,15.99,48.83,16.798571428571428,62.47571428571428,18.94,68.40666666666667
2021-05-30,2020-10-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,524,505.0,2.79,2.69,15.16,51.29,16.437142857142856,60.51142857142857,18.683333333333334,68.45666666666666
2021-05-30,2020-10-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,313,510.0,1.66,2.71,17.86,66.46,16.257142857142856,58.83857142857143,18.314,67.86466666666666
2021-05-30,2020-10-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,281,502.0,1.49,2.67,18.48,73.12,16.604285714285712,60.582857142857144,18.142,67.44266666666667
2021-05-30,2020-10-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,515,467.0,2.74,2.48,12.36,84.74,17.06,62.52285714285714,18.019333333333336,67.148
2021-05-30,2020-10-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,589,470.0,3.13,2.5,13.42,90.94,16.505714285714287,65.49714285714286,17.392,67.33066666666667
2021-05-30,2020-10-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,581,475.0,3.09,2.53,15.27,63.67,15.985714285714286,68.67285714285714,16.796,67.69866666666665
2021-05-30,2020-10-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,600,486.0,3.19,2.58,17.58,64.29,15.505714285714287,68.43571428571428,16.395333333333333,66.27133333333333
2021-05-30,2020-10-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,503,483.0,2.67,2.57,14.8,87.86,15.732857142857142,70.64428571428572,16.247333333333334,65.378
2021-05-30,2020-10-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,366,491.0,1.95,2.61,11.27,65.38,15.68142857142857,75.86857142857141,15.999333333333334,67.06333333333333
2021-05-30,2020-10-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,411,509.0,2.19,2.71,12.62,59.83,14.74,75.71428571428571,15.655999999999999,67.22200000000001
2021-05-30,2020-10-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,626,525.0,3.33,2.79,14.87,71.58,13.902857142857142,73.8157142857143,15.468666666666666,67.594
2021-05-30,2020-10-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,601,527.0,3.2,2.8,17.01,84.52,14.26142857142857,71.93571428571428,15.440666666666665,68.39666666666668
2021-05-30,2020-10-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,653,537.0,3.47,2.86,17.7,91.64,14.774285714285712,71.01857142857143,15.491999999999999,69.77
2021-05-30,2020-10-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,759,560.0,4.04,2.98,18.53,92.12,15.12142857142857,75.01428571428572,15.534666666666668,71.29866666666666
2021-05-30,2020-10-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,602,574.0,3.2,3.05,18.05,90.04,15.257142857142856,78.99000000000001,15.527999999999999,73.08466666666666
2021-05-30,2020-10-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,385,577.0,2.05,3.07,17.71,83.04,15.721428571428573,79.30142857142857,15.665333333333335,75.83200000000001
2021-05-30,2020-10-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,362,570.0,1.93,3.03,9.81,58.21,16.64142857142857,81.82428571428571,15.835333333333333,77.94866666666667
2021-05-30,2020-10-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,695,580.0,3.7,3.08,12.07,89.41,16.240000000000002,81.59285714285714,15.298666666666666,77.39866666666666
2021-05-30,2020-10-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,740,599.0,3.94,3.19,13.86,82.71,15.84,84.14,14.871333333333332,78.48466666666667
2021-05-30,2020-10-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,784,618.0,4.17,3.29,12.32,82.53,15.39,83.88142857142857,14.971333333333332,78.34933333333333
2021-05-30,2020-10-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,620,598.0,3.3,3.18,11.23,87.19,14.621428571428572,82.58000000000001,14.898,77.78866666666666
2021-05-30,2020-10-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,653,606.0,3.47,3.22,6.12,88.88,13.578571428571431,81.87571428571428,14.628666666666668,79.35666666666667
2021-05-30,2020-10-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,404,608.0,2.15,3.24,4.07,71.04,11.874285714285714,81.71000000000001,13.864666666666666,80.996
2021-05-30,2020-11-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,500,628.0,2.66,3.34,9.26,70.42,9.925714285714287,79.99571428571429,13.149333333333335,79.87466666666666
2021-05-30,2020-11-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,952,665.0,5.06,3.54,6.42,51.21,9.847142857142858,81.74,13.015333333333334,80.21066666666665
2021-05-30,2020-11-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,903,688.0,4.8,3.66,7.56,49.75,9.040000000000001,76.28285714285714,12.602,79.636
2021-05-30,2020-11-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1111,735.0,5.91,3.91,10.15,58.04,8.139999999999999,71.57428571428571,12.114666666666666,78.18066666666667
2021-05-30,2020-11-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1140,809.0,6.06,4.3,13.9,72.21,7.83,68.07571428571428,11.657333333333332,76.41533333333334
2021-05-30,2020-11-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1035,864.0,5.5,4.59,15.49,69.17,8.211428571428572,65.93571428571428,11.404,75.11999999999999
2021-05-30,2020-11-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,843,926.0,4.48,4.92,16.92,54.25,9.549999999999999,63.120000000000005,11.201333333333334,73.59
2021-05-30,2020-11-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,789,968.0,4.2,5.14,17.08,54.71,11.385714285714286,60.721428571428575,11.126000000000001,71.204
2021-05-30,2020-11-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1544,1052.0,8.21,5.59,16.11,61.92,12.502857142857142,58.47714285714285,11.084000000000001,69.31533333333333
2021-05-30,2020-11-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1594,1151.0,8.48,6.12,17.49,71.75,13.887142857142859,60.00714285714286,11.504,69.56266666666667
2021-05-30,2020-11-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1539,1212.0,8.18,6.44,18.38,86.67,15.305714285714286,63.15,11.865333333333334,68.38533333333334
2021-05-30,2020-11-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1501,1264.0,7.98,6.72,15.8,91.46,16.48142857142857,67.24,12.166666666666666,68.64933333333333
2021-05-30,2020-11-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1495,1329.0,7.95,7.07,9.13,85.23,16.752857142857145,69.99,12.398666666666667,69.24466666666667
2021-05-30,2020-11-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1026,1355.0,5.46,7.21,8.93,60.71,15.844285714285714,72.28428571428572,12.258666666666667,69.114
2021-05-30,2020-11-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,896,1371.0,4.76,7.29,9.43,64.88,14.702857142857141,73.20714285714287,12.446,67.236
2021-05-30,2020-11-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1832,1412.0,9.74,7.51,11.32,50.5,13.61,74.66,12.803333333333333,66.82533333333333
2021-05-30,2020-11-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1728,1431.0,9.19,7.61,7.33,52.54,12.925714285714283,73.02857142857142,12.940666666666665,65.49733333333333
2021-05-30,2020-11-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1752,1461.0,9.32,7.77,1.84,46.75,11.474285714285713,70.28428571428572,13.001333333333333,65.586
2021-05-30,2020-11-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1856,1512.0,9.87,8.04,2.47,53.08,9.111428571428572,64.58142857142857,12.620000000000001,65.386
2021-05-30,2020-11-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1772,1552.0,9.42,8.25,9.75,55.58,7.207142857142857,59.098571428571425,12.108,65.05533333333334
2021-05-30,2020-11-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1290,1589.0,6.86,8.45,13.47,52.38,7.295714285714285,54.86285714285714,11.831333333333333,63.94666666666667
2021-05-30,2020-11-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1147,1625.0,6.1,8.64,9.31,62.29,7.944285714285714,53.67285714285714,11.696666666666665,62.827333333333335
2021-05-30,2020-11-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2315,1694.0,12.31,9.01,11.95,77.58,7.927142857142857,53.30285714285714,11.189333333333334,63.36333333333334
2021-05-30,2020-11-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2072,1743.0,11.02,9.27,6.61,53.21,8.017142857142856,57.17142857142857,10.847333333333331,64.88799999999999
2021-05-30,2020-11-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2368,1831.0,12.59,9.74,8.69,59.29,7.914285714285714,57.26714285714285,10.214,64.30733333333333
2021-05-30,2020-11-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,808,1682.0,4.3,8.94,14.04,77.73,8.892857142857142,59.058571428571426,9.627333333333333,63.47666666666666
2021-05-30,2020-11-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2300,1757.0,12.23,9.34,12.86,70.96,10.545714285714284,62.58,9.338,62.88066666666666
2021-05-30,2020-11-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1786,1828.0,9.5,9.72,10.7,59.54,10.989999999999998,64.77714285714286,9.142,61.514
2021-05-30,2020-11-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1729,1911.0,9.19,10.16,8.02,52.29,10.594285714285714,65.8,9.246666666666666,59.80133333333333
2021-05-30,2020-11-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2802,1981.0,14.9,10.53,12.63,77.89,10.409999999999998,64.37142857142857,9.186,59.24
2021-05-30,2020-12-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3142,2134.0,16.71,11.35,11.66,78.79,10.507142857142856,64.41571428571429,9.399333333333333,60.10733333333334
2021-05-30,2020-12-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3008,2225.0,16.0,11.83,4.16,63.0,11.228571428571428,68.07000000000001,9.421999999999999,61.99333333333333
2021-05-30,2020-12-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2883,2521.0,15.33,13.41,4.68,56.38,10.581428571428573,68.6,9.210666666666668,62.690666666666665
2021-05-30,2020-12-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2810,2594.0,14.94,13.8,8.2,61.04,9.244285714285713,65.55,9.4,63.33266666666667
2021-05-30,2020-12-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1881,2608.0,10.0,13.87,6.67,85.07,8.578571428571427,64.13285714285715,9.782000000000002,63.86333333333334
2021-05-30,2020-12-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1753,2611.0,9.32,13.89,3.38,54.62,8.002857142857142,67.78,9.576666666666666,65.82933333333332
2021-05-30,2020-12-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3309,2684.0,17.6,14.27,1.38,55.75,7.340000000000001,68.11285714285715,8.904,65.97866666666667
2021-05-30,2020-12-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3066,2673.0,16.31,14.21,0.56,59.21,5.732857142857143,64.95,8.375333333333334,65.54266666666666
2021-05-30,2020-12-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3108,2687.0,16.53,14.29,0.89,66.0,4.147142857142857,62.152857142857144,7.616,64.318
2021-05-30,2020-12-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3149,2725.0,16.75,14.49,4.84,68.17,3.6799999999999997,62.58142857142857,7.234666666666667,65.17066666666668
2021-05-30,2020-12-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2981,2750.0,15.85,14.62,6.95,63.75,3.7028571428571424,64.26571428571428,6.977999999999999,65.76266666666666
2021-05-30,2020-12-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2202,2795.0,11.71,14.87,8.97,81.88,3.524285714285714,64.65285714285714,6.505333333333334,64.83066666666667
2021-05-30,2020-12-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2177,2856.0,11.58,15.19,11.73,72.67,3.8528571428571428,64.19714285714285,6.2459999999999996,65.55866666666667
2021-05-30,2020-12-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3578,2894.0,19.03,15.39,5.48,73.28,5.045714285714285,66.77571428571429,6.314666666666667,66.434
2021-05-30,2020-12-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3669,2981.0,19.51,15.85,2.16,52.96,5.631428571428572,69.28,6.145333333333334,67.83333333333333
2021-05-30,2020-12-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2785,2934.0,14.81,15.61,-1.55,57.92,5.86,68.38714285714286,5.447333333333333,66.17133333333332
2021-05-30,2020-12-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1925,2760.0,10.24,14.68,-2.14,88.66,5.5114285714285725,67.23285714285714,4.566666666666666,64.78
2021-05-30,2020-12-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3430,2824.0,18.24,15.02,-2.57,70.12,4.514285714285714,70.16,4.1466666666666665,66.49066666666667
2021-05-30,2020-12-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2558,2875.0,13.6,15.29,-3.57,66.04,3.1542857142857144,71.07000000000001,3.6633333333333336,67.40666666666667
2021-05-30,2020-12-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2351,2899.0,12.5,15.42,0.05,69.92,1.362857142857143,68.80714285714286,2.8786666666666667,67.74
2021-05-30,2020-12-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4341,3008.0,23.09,16.0,3.54,80.92,-0.30571428571428566,68.41428571428571,2.4373333333333336,66.73
2021-05-30,2020-12-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4101,3070.0,21.81,16.33,4.46,73.25,-0.5828571428571429,69.50571428571429,2.448,68.48333333333333
2021-05-30,2020-12-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3845,3222.0,20.45,17.13,4.43,50.25,-0.25428571428571434,72.4042857142857,2.6533333333333333,69.65
2021-05-30,2020-12-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3019,3378.0,16.06,17.96,9.03,75.67,0.5999999999999999,71.30857142857143,2.9113333333333333,69.05266666666667
2021-05-30,2020-12-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1049,3038.0,5.58,16.16,12.67,89.44,2.1957142857142857,69.45285714285714,3.454,69.69733333333333
2021-05-30,2020-12-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3449,3165.0,18.34,16.83,-1.66,62.83,4.372857142857143,72.21285714285715,3.976,71.11533333333334
2021-05-30,2020-12-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2885,3241.0,15.34,17.24,-1.44,60.5,4.645714285714285,71.75428571428571,3.4019999999999997,71.054
2021-05-30,2020-12-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5385,3390.0,28.64,18.03,4.48,66.04,4.432857142857143,70.40857142857143,2.7079999999999997,69.62866666666667
2021-05-30,2020-12-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5210,3549.0,27.71,18.87,4.03,47.92,4.567142857142857,68.28285714285714,2.224666666666667,69.18666666666668
2021-05-30,2020-12-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4975,3710.0,26.46,19.73,0.46,52.08,4.505714285714285,64.66428571428573,2.1279999999999997,67.496
2021-05-30,2020-12-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3386,3763.0,18.01,20.01,6.22,73.75,3.9385714285714286,64.92571428571429,2.0146666666666664,67.43733333333334
2021-05-30,2021-01-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1329,3803.0,7.07,20.22,2.32,63.12,3.5371428571428574,64.65142857142857,2.532666666666666,68.49266666666666
2021-05-30,2021-01-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4195,3909.0,22.31,20.79,5.13,82.89,2.0585714285714287,60.89142857142857,2.8299999999999996,66.79
2021-05-30,2021-01-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3449,3990.0,18.34,21.22,2.58,78.44,3.028571428571429,63.75714285714286,3.3433333333333333,67.64133333333334
2021-05-30,2021-01-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6578,4160.0,34.98,22.13,3.12,82.76,3.602857142857143,66.32000000000001,3.753333333333333,68.468
2021-05-30,2021-01-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6142,4293.0,32.66,22.83,3.55,73.04,3.408571428571429,68.70857142857143,3.958,69.324
2021-05-30,2021-01-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5666,4392.0,30.13,23.36,3.07,65.96,3.3400000000000003,72.29714285714286,3.9586666666666663,68.79866666666666
2021-05-30,2021-01-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5409,4681.0,28.77,24.89,2.03,57.33,3.7128571428571426,74.28,3.866,68.31266666666667
2021-05-30,2021-01-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5299,5248.0,28.18,27.91,0.2,64.38,3.1142857142857143,71.9342857142857,3.7060000000000004,68.78466666666667
2021-05-30,2021-01-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3691,5176.0,19.63,27.53,-0.53,57.38,2.8114285714285714,72.11428571428571,3.1173333333333333,68.032
2021-05-30,2021-01-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3198,5140.0,17.01,27.34,1.39,51.79,2.0028571428571427,68.47,2.2373333333333334,65.89466666666667
2021-05-30,2021-01-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5898,5043.0,31.37,26.82,0.34,61.71,1.832857142857143,64.66285714285713,2.4406666666666665,65.15866666666666
2021-05-30,2021-01-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5226,4912.0,27.79,26.13,2.36,63.29,1.4357142857142857,61.65571428571429,2.5593333333333335,65.23933333333333
2021-05-30,2021-01-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5166,4841.0,27.47,25.75,3.0,61.62,1.2657142857142856,60.262857142857136,2.4179999999999997,65.056
2021-05-30,2021-01-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5253,4819.0,27.94,25.63,4.76,63.33,1.2557142857142856,59.642857142857146,2.3493333333333335,65.96933333333334
2021-05-30,2021-01-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4798,4747.0,25.52,25.25,4.72,77.12,1.6457142857142857,60.49999999999999,2.636,66.71933333333332
2021-05-30,2021-01-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3477,4717.0,18.49,25.08,6.64,84.42,2.2914285714285714,62.32,2.536,66.944
2021-05-30,2021-01-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2903,4674.0,15.44,24.86,3.97,60.62,3.315714285714286,66.18285714285715,2.824,68.364
2021-05-30,2021-01-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4632,4494.0,24.63,23.9,5.03,58.21,3.684285714285714,67.44428571428571,2.7466666666666666,66.87933333333334
2021-05-30,2021-01-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5133,4480.0,27.3,23.83,3.18,59.5,4.354285714285714,66.94428571428571,2.9099999999999997,65.53066666666666
2021-05-30,2021-01-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4912,4444.0,26.12,23.63,2.21,57.96,4.471428571428571,66.40285714285714,2.9139999999999997,63.98
2021-05-30,2021-01-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4923,4397.0,26.18,23.38,0.03,55.0,4.3585714285714285,65.88000000000001,2.8246666666666664,62.974666666666664
2021-05-30,2021-01-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4698,4383.0,24.98,23.31,3.99,54.17,3.682857142857143,64.69000000000001,2.622,62.244
